Before Time : Sun Sep 08 17:36:10 2019

108,247,215,266,59,209,189,148,05,213,163,,108,05,215,247,213,209,189,148,266,59,163,,318,39916800
76,209,13,06,113,142,39,195,206,226,166,,76,39,13,06,113,142,209,195,206,226,166,,378,39916800
13,58,06,47,123,100,159,45,208,165,247,,13,100,06,123,47,58,45,159,208,165,247,,426,39916800
78,79,62,86,24,175,20,150,190,06,229,,78,06,62,79,20,175,24,150,190,86,229,,300,39916800
296,162,292,50,216,26,231,131,188,06,57,,296,216,292,231,162,188,50,131,26,06,57,,418,39916800
06,236,249,244,47,203,41,219,232,273,42,,06,236,244,249,273,203,41,219,232,47,42,,436,39916800
284,155,166,119,248,188,07,209,291,205,08,,284,248,119,155,166,188,07,209,291,205,08,,348,39916800
07,219,271,46,295,286,158,109,190,254,197,,07,271,219,158,295,286,46,109,190,254,197,,348,39916800
07,109,221,174,60,287,151,101,63,107,242,,07,63,221,242,60,287,151,101,109,107,174,,400,39916800
189,31,17,196,88,08,183,155,87,49,287,,189,183,196,88,31,17,08,155,87,49,287,,352,39916800
38,25,196,181,126,109,159,290,250,255,10,,38,25,10,181,126,109,159,290,250,196,255,,462,39916800
10,162,295,214,55,136,109,76,33,286,212,,10,33,295,286,55,136,109,76,162,214,212,,430,39916800
12,97,276,186,164,227,116,224,59,170,226,,12,97,276,186,164,227,116,224,59,170,226,,312,39916800
263,239,68,125,221,297,12,199,149,126,277,,263,277,68,125,221,12,199,149,126,239,297,,426,39916800
184,279,99,26,201,280,260,183,195,13,18,,184,183,99,279,280,201,260,26,195,13,18,,346,39916800
241,152,184,103,121,135,270,188,192,258,13,,241,152,184,121,103,135,270,188,192,258,13,,338,39916800
22,212,104,56,266,27,14,158,254,299,145,,22,14,56,266,27,212,104,158,254,299,145,,292,39916800
243,138,14,78,84,61,121,205,26,246,256,,243,246,14,61,84,78,121,205,26,138,256,,382,39916800
103,26,192,149,135,130,224,14,169,226,243,,103,26,14,149,135,130,224,192,243,226,169,,390,39916800
226,65,178,155,93,137,146,94,15,135,68,,226,65,93,178,155,137,146,94,15,135,68,,434,39916800
99,218,266,140,107,194,84,146,217,255,15,,99,218,217,140,107,194,84,146,266,255,15,,340,39916800
200,16,283,21,88,297,222,31,132,32,188,,200,188,283,222,88,297,21,31,132,16,32,,422,39916800
183,105,298,47,173,67,16,239,264,45,276,,183,105,67,47,173,298,276,239,264,45,16,,368,39916800
148,36,41,44,230,82,191,286,224,17,150,,148,36,41,44,230,82,191,286,224,17,150,,354,39916800
225,108,220,253,17,214,271,100,266,146,161,,225,253,220,214,17,108,100,271,266,146,161,,410,39916800
22,26,33,257,43,18,290,188,151,168,93,,22,43,33,93,26,18,290,188,151,168,257,,450,39916800
24,158,236,223,18,219,90,164,265,296,106,,24,18,236,223,158,219,90,164,265,296,106,,358,39916800
168,136,228,246,33,41,212,216,184,18,235,,168,246,228,212,33,41,136,216,184,18,235,,500,39916800
203,98,47,149,172,124,127,18,59,123,282,,203,282,47,18,172,124,127,149,59,98,123,,374,39916800
258,126,199,93,175,271,300,257,18,68,239,,258,271,199,257,175,126,93,300,18,68,239,,370,39916800
18,143,151,267,102,236,160,103,134,235,294,,18,102,151,143,160,236,267,103,134,235,294,,322,39916800
187,35,39,19,193,147,250,75,208,52,104,,187,35,39,250,193,147,19,75,208,52,104,,296,39916800
175,222,185,297,228,147,200,40,19,221,149,,175,228,185,222,221,147,200,40,19,297,149,,302,39916800
180,19,81,162,265,108,245,196,144,285,45,,180,162,81,108,265,19,45,196,144,285,245,,420,39916800
139,171,20,73,64,183,88,108,69,114,152,,139,171,183,73,64,20,69,108,88,114,152,,444,39916800
300,142,78,26,182,105,197,185,274,167,21,,300,274,78,105,182,26,197,185,142,167,21,,466,39916800
75,24,22,300,257,137,244,182,291,266,115,,75,24,22,257,300,137,244,182,291,266,115,,404,39916800
22,297,127,66,164,148,240,272,29,180,34,,22,34,127,66,164,148,240,29,180,297,272,,362,39916800
146,105,158,119,265,251,23,52,200,143,47,,146,158,105,251,265,119,23,52,200,143,47,,300,39916800
135,173,146,143,132,209,75,261,80,23,193,,135,173,261,143,132,209,75,146,80,23,193,,344,39916800
24,229,204,224,82,35,135,30,223,119,103,,24,35,204,224,82,229,223,30,135,119,103,,384,39916800
268,142,204,63,85,117,252,37,221,24,33,,268,252,204,221,85,117,142,37,63,24,33,,464,39916800
53,61,225,254,25,149,184,145,124,277,28,,53,25,254,61,225,277,184,145,124,149,28,,348,39916800
190,59,290,25,56,72,244,275,267,101,66,,190,244,290,275,56,72,59,25,267,101,66,,432,39916800
300,26,178,42,250,184,124,50,246,57,168,,300,250,178,184,26,42,124,50,246,57,168,,506,39916800
60,112,75,297,190,102,27,63,87,287,172,,60,27,75,63,190,112,102,297,87,287,172,,384,39916800
88,191,146,63,247,141,34,150,28,232,113,,88,63,146,191,247,141,34,150,28,232,113,,384,39916800
29,38,36,267,149,33,76,148,59,169,127,,29,59,36,33,149,267,76,148,38,127,169,,300,39916800
171,197,38,133,244,80,30,206,135,253,274,,171,244,38,197,253,80,30,206,135,133,274,,386,39916800
240,81,270,132,278,32,157,208,284,294,289,,240,278,270,284,81,32,157,208,132,294,289,,482,39916800
205,72,253,102,141,83,33,271,41,261,284,,205,261,253,271,141,83,33,102,72,41,284,,430,39916800
33,118,168,269,89,289,170,62,216,196,80,,33,62,168,216,89,289,170,118,80,196,269,,356,39916800
35,182,212,171,65,240,242,179,187,40,80,,35,65,171,182,212,242,240,179,187,40,80,,308,39916800
95,47,275,36,170,210,176,257,293,278,256,,95,47,36,275,278,210,176,257,293,170,256,,316,39916800
38,239,123,142,216,77,175,154,158,247,104,,38,123,239,216,142,77,175,154,158,247,104,,402,39916800
155,92,38,259,246,212,131,218,222,265,204,,155,212,259,246,92,38,218,131,222,265,204,,366,39916800
252,200,128,89,187,281,40,203,153,279,177,,252,281,128,187,89,200,279,203,153,40,177,,380,39916800
152,82,43,125,90,192,197,83,41,185,219,,152,82,83,125,90,192,197,43,41,185,219,,382,39916800
174,43,136,217,175,151,207,141,102,205,181,,174,217,136,43,102,151,207,141,175,205,181,,392,39916800
108,264,44,261,255,46,59,191,150,168,155,,108,264,261,44,46,255,59,191,150,168,155,,360,39916800
282,288,296,237,181,195,174,102,113,201,46,,282,181,296,237,288,195,174,102,113,201,46,,378,39916800
190,221,287,110,210,123,50,228,65,250,87,,190,221,250,110,210,123,50,65,287,228,87,,350,39916800
292,271,257,207,70,299,63,53,57,168,290,,292,290,207,70,299,63,53,57,168,271,257,,326,39916800
238,90,102,166,149,205,98,53,247,241,187,,238,247,102,98,149,205,166,90,53,241,187,,438,39916800
200,189,95,298,152,280,55,260,266,290,271,,200,280,95,152,298,189,271,260,266,290,55,,366,39916800
142,270,214,286,240,267,272,59,56,65,188,,142,270,286,214,272,267,240,59,56,65,188,,376,39916800
80,112,109,146,262,176,213,59,255,256,60,,80,112,109,213,262,176,146,59,255,256,60,,336,39916800
237,292,182,155,251,252,66,272,264,261,254,,237,251,182,272,292,252,66,155,264,261,254,,466,39916800
68,84,89,92,131,141,246,180,214,138,238,,68,84,89,92,131,141,246,180,214,138,238,,412,39916800
129,190,278,299,226,182,91,234,71,240,144,,129,190,278,182,226,299,91,234,71,240,144,,324,39916800
73,139,160,256,209,159,205,234,79,110,279,,73,139,160,159,209,256,205,234,79,110,279,,322,39916800
258,165,149,269,120,137,138,76,75,80,107,,258,165,149,269,120,137,138,76,75,80,107,,330,39916800
229,183,152,218,226,77,259,84,199,185,281,,229,218,152,183,185,77,259,84,199,226,281,,358,39916800
176,260,180,207,128,140,155,236,227,82,282,,176,155,180,207,128,140,260,282,227,82,236,,406,39916800
253,169,161,205,202,268,200,228,233,159,149,,253,169,228,205,202,268,200,161,159,233,149,,276,39916800
After Time : Sun Sep 08 17:47:16 2019

seconds=666.000000
