Before Time : Fri Sep  6 16:29:34 2019

41,214,176,295,278,75,129,28,249,,41,214,176,295,249,129,28,278,75,,318,362880
28,108,171,89,46,185,200,252,235,,28,108,171,200,46,185,89,252,235,,348,362880
28,169,285,296,89,190,261,143,201,,28,169,285,296,261,190,89,143,201,,352,362880
88,33,229,89,29,104,185,69,148,,88,33,229,185,29,104,89,69,148,,376,362880
292,43,219,298,120,150,183,187,29,,292,43,219,183,120,29,298,187,150,,412,362880
29,45,276,64,111,67,247,244,187,,29,45,276,244,111,247,64,67,187,,360,362880
298,233,280,160,167,48,32,288,187,,298,288,280,160,167,48,32,233,187,,380,362880
233,32,205,149,129,279,132,266,263,,233,263,205,266,129,279,32,149,132,,292,362880
45,136,159,225,298,153,134,247,33,,45,33,159,225,298,247,134,153,136,,336,362880
196,229,61,157,33,166,273,271,118,,196,273,61,157,33,166,229,271,118,,282,362880
276,115,33,291,128,180,220,116,66,,276,115,66,291,220,128,33,180,116,,322,362880
38,121,280,67,177,53,285,209,36,,38,121,280,67,177,285,53,36,209,,278,362880
121,48,36,175,87,81,127,139,230,,121,48,36,175,230,81,127,139,87,,316,362880
267,253,177,117,36,148,138,189,242,,267,189,177,117,36,148,138,253,242,,410,362880
257,200,181,59,37,290,98,116,136,,257,200,181,59,98,37,290,136,116,,314,362880
232,224,87,51,154,161,58,38,135,,232,224,87,58,154,161,51,38,135,,312,362880
237,236,189,175,104,101,51,213,40,,237,236,213,175,104,189,101,40,51,,374,362880
40,76,82,166,215,139,191,96,162,,40,76,82,96,215,139,191,166,162,,330,362880
40,295,143,179,78,219,297,203,195,,40,295,297,179,203,219,143,78,195,,322,362880
194,110,108,137,199,42,98,43,50,,194,110,50,137,199,42,43,108,98,,328,362880
125,291,131,193,135,162,42,249,157,,125,291,249,193,135,42,131,162,157,,306,362880
44,68,260,297,239,122,187,124,233,,44,68,260,297,187,122,239,233,124,,352,362880
44,202,207,97,237,205,257,88,93,,44,202,207,97,93,205,237,257,88,,366,362880
245,264,240,47,45,57,48,239,147,,245,264,240,239,45,57,48,147,47,,314,362880
283,48,260,150,45,216,149,140,250,,283,48,260,250,45,216,150,140,149,,308,362880
188,280,54,184,50,271,45,235,146,,188,280,54,184,271,50,45,235,146,,234,362880
45,153,51,53,224,110,113,208,107,,45,153,51,53,113,224,110,107,208,,274,362880
49,76,251,150,233,294,158,246,140,,49,76,251,150,233,158,294,246,140,,398,362880
138,149,139,51,277,161,215,134,223,,138,149,139,51,161,277,215,134,223,,356,362880
66,52,180,82,151,229,92,111,97,,66,92,180,82,111,229,151,52,97,,350,362880
52,115,117,285,143,88,245,144,66,,52,115,117,285,245,88,66,144,143,,420,362880
157,204,222,94,68,80,178,53,152,,157,204,222,152,178,53,68,94,80,,260,362880
55,155,289,233,214,229,291,193,219,,55,155,289,291,214,229,193,233,219,,330,362880
141,290,60,67,227,106,284,87,294,,141,290,284,67,227,106,60,87,294,,316,362880
209,203,275,67,173,97,259,195,168,,209,259,275,67,173,168,97,203,195,,300,362880
268,69,147,135,221,261,278,238,263,,268,238,147,135,221,278,69,261,263,,324,362880
103,286,207,234,244,291,76,293,253,,103,286,207,234,293,76,244,291,253,,340,362880
287,281,79,199,265,113,99,275,294,,287,281,275,199,265,294,79,99,113,,378,362880
172,85,116,294,212,232,84,277,298,,172,85,84,294,277,298,116,212,232,,350,362880
135,158,150,84,169,243,275,86,299,,135,158,150,84,169,243,275,86,299,,300,362880
85,181,124,251,117,189,244,178,296,,85,181,124,251,244,189,117,296,178,,258,362880
89,259,138,111,292,181,171,211,174,,89,259,211,111,292,171,174,181,138,,344,362880
97,112,220,225,179,172,144,239,143,,97,112,220,225,179,239,144,143,172,,268,362880
273,186,140,114,222,101,204,269,173,,273,186,140,222,101,114,204,269,173,,224,362880
196,250,106,155,154,205,102,180,298,,196,250,106,102,180,298,155,154,205,,232,362880
183,127,161,256,103,221,237,141,139,,183,127,161,103,221,256,139,141,237,,208,362880
249,197,287,213,198,248,118,290,218,,249,197,287,290,198,213,248,218,118,,266,362880
298,251,260,247,128,256,119,153,296,,298,296,260,247,128,256,251,153,119,,294,362880
172,184,190,149,279,237,243,205,257,,172,184,190,149,279,243,237,257,205,,330,362880
155,190,225,269,229,238,286,294,226,,155,190,225,269,286,238,294,229,226,,324,362880
After Time : Fri Sep  6 16:30:36 2019

seconds=62.000000
