Before Time : Fri Sep  6 16:32:52 2019

97,189,254,167,20,138,231,249,280,187,,97,189,167,20,138,254,249,231,280,187,,368,17280
141,75,293,57,21,143,73,108,276,87,,141,75,57,21,143,293,276,108,73,87,,418,17280
148,22,39,217,196,273,247,223,253,182,,148,22,39,196,273,217,247,223,253,182,,402,17280
106,72,67,237,235,87,22,241,234,104,,106,72,67,237,87,235,241,22,234,104,,398,17280
162,181,135,199,273,22,84,288,143,267,,162,181,135,273,22,199,288,84,143,267,,254,17280
259,23,92,100,165,101,40,280,57,290,,23,92,100,165,101,259,280,40,57,290,,322,17280
168,166,246,220,87,141,51,24,65,80,,168,166,246,220,141,87,51,24,65,80,,344,17280
24,74,172,197,280,271,276,173,249,296,,24,74,172,197,271,280,276,173,249,296,,354,17280
239,28,25,104,144,243,127,180,80,85,,239,28,104,144,243,25,80,180,127,85,,368,17280
206,284,128,28,160,180,86,293,268,36,,206,284,128,160,180,28,36,293,268,86,,362,17280
232,85,212,298,28,229,180,240,56,261,,232,85,212,28,229,298,261,240,56,180,,336,17280
112,82,83,240,219,169,28,113,212,181,,112,82,83,240,169,219,212,113,28,181,,428,17280
284,56,29,227,265,251,262,234,283,205,,56,29,227,265,251,284,283,234,262,205,,388,17280
67,199,254,129,95,251,29,194,277,182,,67,199,254,129,95,251,277,194,29,182,,318,17280
31,262,253,62,55,106,80,250,127,67,,31,262,62,55,106,253,250,80,127,67,,360,17280
32,245,300,149,215,166,190,195,85,138,,32,245,149,215,166,300,190,195,85,138,,326,17280
206,192,223,53,177,80,198,118,248,33,,206,192,223,177,80,53,33,118,248,198,,416,17280
34,95,198,117,144,208,178,190,159,99,,34,95,198,117,144,208,190,178,159,99,,372,17280
36,298,38,250,113,253,206,74,67,158,,36,298,250,113,253,38,67,74,206,158,,364,17280
85,192,230,39,103,88,45,148,300,61,,85,192,230,39,103,88,45,148,300,61,,356,17280
90,231,71,69,39,110,50,222,286,70,,90,71,69,39,110,231,222,50,286,70,,378,17280
165,39,153,137,249,72,203,184,67,233,,165,39,153,137,249,72,67,184,203,233,,300,17280
140,111,245,98,40,156,60,115,161,92,,140,111,245,98,156,40,92,115,161,60,,282,17280
40,165,157,137,163,91,203,184,244,93,,40,165,157,137,91,163,184,203,244,93,,336,17280
40,117,284,144,124,257,151,285,191,163,,40,117,284,144,124,257,285,151,191,163,,396,17280
43,54,250,184,109,85,146,190,129,223,,43,54,184,109,85,250,190,146,129,223,,358,17280
270,60,171,95,103,138,234,45,241,106,,60,171,95,103,138,270,241,45,234,106,,404,17280
216,121,297,282,277,46,226,221,223,292,,216,121,282,277,46,297,292,221,223,226,,322,17280
47,276,103,151,150,112,166,85,257,115,,47,276,103,151,150,112,166,85,257,115,,298,17280
48,74,267,254,137,295,237,94,221,104,,48,74,267,254,137,295,221,94,237,104,,412,17280
133,50,108,282,49,109,219,240,256,196,,133,50,108,49,109,282,219,240,256,196,,352,17280
131,130,288,289,148,49,167,80,72,273,,131,130,288,148,49,289,273,80,72,167,,390,17280
50,240,62,150,209,109,291,245,255,139,,50,62,150,209,109,240,291,245,255,139,,430,17280
80,155,262,52,205,59,190,230,110,265,,80,155,52,205,59,262,230,190,110,265,,388,17280
284,52,61,137,215,93,169,148,222,144,,52,61,137,215,93,284,222,148,169,144,,236,17280
54,124,235,86,215,191,58,172,276,156,,54,124,86,215,191,235,276,172,58,156,,354,17280
190,155,117,203,205,54,115,211,121,283,,190,155,117,203,54,205,211,115,121,283,,432,17280
112,253,145,56,178,152,283,230,140,66,,112,145,56,178,152,253,283,230,140,66,,394,17280
74,174,134,194,90,123,66,57,179,198,,74,174,134,194,123,90,66,57,179,198,,312,17280
249,95,221,101,144,186,122,57,200,279,,95,221,101,144,186,249,279,57,200,122,,298,17280
75,294,239,58,261,181,165,270,268,240,,75,294,58,261,181,239,268,270,165,240,,334,17280
195,60,131,69,213,133,71,129,209,202,,195,131,69,213,133,60,71,129,209,202,,296,17280
67,247,61,214,148,235,257,237,118,291,,67,247,61,214,148,235,257,237,118,291,,254,17280
61,68,226,153,193,180,227,80,126,183,,61,68,226,153,180,193,183,80,126,227,,330,17280
235,94,92,277,117,177,85,123,64,232,,94,92,277,117,177,235,232,123,64,85,,356,17280
120,190,67,126,261,147,103,217,104,224,,120,190,67,126,147,261,217,103,104,224,,382,17280
167,78,280,152,168,243,92,68,184,88,,167,78,152,168,243,280,184,68,92,88,,338,17280
68,167,295,81,128,84,89,279,111,256,,68,167,81,128,84,295,279,89,111,256,,342,17280
69,127,281,211,113,298,132,287,213,233,,69,127,281,211,113,298,287,132,213,233,,340,17280
118,230,70,103,108,134,111,170,87,83,,118,70,103,108,134,230,170,111,87,83,,298,17280
75,89,264,155,153,280,146,297,283,151,,75,89,155,153,280,264,283,297,146,151,,330,17280
219,92,143,233,76,114,126,83,116,103,,219,92,143,233,76,114,83,126,116,103,,332,17280
77,92,177,88,148,146,231,239,270,217,,77,92,88,148,146,177,231,239,270,217,,366,17280
197,231,124,189,224,79,276,172,261,114,,197,231,124,189,79,224,276,172,261,114,,310,17280
241,149,80,91,290,282,95,258,192,107,,241,149,80,91,282,290,258,95,192,107,,352,17280
255,170,272,92,132,153,253,187,287,146,,170,272,92,132,153,255,253,187,287,146,,268,17280
181,107,138,124,284,198,241,234,265,210,,181,107,138,124,198,284,241,234,265,210,,270,17280
After Time : Fri Sep  6 16:34:06 2019

seconds=74.000000
