Before Time : Fri Sep  6 16:31:21 2019

291,242,125,283,204,63,,242,125,291,283,204,63,,188,36
247,64,156,188,290,146,,64,156,247,188,290,146,,138,36
140,84,281,65,154,260,,140,281,84,65,154,260,,262,36
123,203,187,66,215,82,,123,203,187,215,66,82,,204,36
205,129,280,184,186,67,,205,129,280,184,186,67,,262,36
86,159,178,139,180,68,,159,178,86,68,180,139,,208,36
108,268,248,214,213,72,,108,268,248,214,213,72,,284,36
169,219,274,277,72,273,,169,219,274,273,72,277,,238,36
170,274,75,107,102,269,,170,274,75,102,107,269,,174,36
186,80,161,245,77,125,,186,161,80,77,245,125,,224,36
84,81,296,145,212,92,,84,81,296,212,145,92,,290,36
89,84,162,274,279,262,,89,84,162,274,279,262,,282,36
86,184,236,154,187,175,,86,184,236,187,154,175,,244,36
271,250,235,132,262,87,,271,250,235,262,132,87,,166,36
87,299,141,249,231,245,,87,141,299,249,231,245,,298,36
89,93,97,253,175,212,,89,93,97,212,175,253,,208,36
90,106,246,148,263,278,,90,106,246,278,263,148,,200,36
199,92,276,111,97,208,,92,276,199,97,111,208,,152,36
154,98,94,176,277,142,,154,94,98,277,176,142,,126,36
149,167,240,99,96,282,,149,167,240,282,96,99,,300,36
187,114,162,208,96,148,,187,162,114,96,208,148,,160,36
261,294,290,119,297,292,,261,290,294,292,297,119,,200,36
153,255,208,261,120,178,,153,255,208,261,120,178,,142,36
121,187,178,193,167,262,,121,187,178,193,167,262,,172,36
After Time : Fri Sep  6 16:31:21 2019

seconds=0.000000
