Before Time : Fri Sep  6 16:32:20 2019

18,247,123,27,223,243,283,173,266,,18,247,123,27,243,223,283,173,266,,256,4320
90,69,185,18,241,209,282,285,192,,90,69,185,18,241,209,282,285,192,,344,4320
71,188,20,141,29,95,69,216,235,,71,188,20,141,95,29,69,216,235,,332,4320
36,35,231,20,132,110,162,64,284,,36,35,20,132,110,231,284,64,162,,332,4320
154,79,20,289,273,263,298,260,50,,154,79,20,289,273,263,260,298,50,,284,4320
216,122,281,197,271,21,129,219,211,,216,122,281,197,21,271,211,219,129,,308,4320
191,279,23,28,266,277,69,293,296,,191,279,23,28,277,266,293,69,296,,342,4320
23,124,39,282,276,201,182,199,155,,23,124,39,282,276,201,182,199,155,,328,4320
24,177,172,86,265,249,292,39,198,,24,177,172,86,249,265,292,39,198,,398,4320
162,252,278,297,122,113,24,123,48,,162,252,278,297,122,113,48,123,24,,308,4320
224,168,171,133,67,24,261,60,170,,224,168,133,67,24,171,261,60,170,,274,4320
177,83,66,241,244,24,211,197,143,,177,83,66,241,24,244,211,197,143,,312,4320
25,117,33,262,94,223,48,184,125,,117,33,262,94,223,25,48,184,125,,356,4320
77,271,26,62,300,160,63,97,43,,77,271,62,300,160,26,43,97,63,,356,4320
281,65,201,93,66,206,155,26,279,,65,201,93,66,206,281,279,26,155,,288,4320
254,190,286,139,135,262,26,166,295,,254,190,286,139,135,262,166,26,295,,292,4320
215,84,217,99,288,27,277,42,171,,215,84,217,99,27,288,277,42,171,,330,4320
113,162,27,164,263,240,252,293,234,,113,162,27,164,240,263,252,293,234,,370,4320
41,214,176,295,278,75,129,28,249,,41,214,176,278,75,295,249,28,129,,318,4320
28,108,171,89,46,185,200,252,235,,28,108,89,46,185,171,200,252,235,,348,4320
28,169,285,296,89,190,261,143,201,,28,169,285,89,190,296,261,143,201,,352,4320
88,33,229,89,29,104,185,69,148,,88,33,229,89,104,29,69,185,148,,380,4320
292,43,219,298,120,150,183,187,29,,292,43,219,120,150,298,183,187,29,,418,4320
29,45,276,64,111,67,247,244,187,,29,45,64,111,67,276,244,247,187,,360,4320
298,233,280,160,167,48,32,288,187,,233,280,160,167,48,298,288,32,187,,390,4320
233,32,205,149,129,279,132,266,263,,32,205,149,129,279,233,263,266,132,,294,4320
45,136,159,225,298,153,134,247,33,,45,136,159,225,153,298,247,134,33,,342,4320
196,229,61,157,33,166,273,271,118,,196,61,157,33,166,229,273,271,118,,286,4320
276,115,33,291,128,180,220,116,66,,276,115,33,128,180,291,220,116,66,,324,4320
38,121,280,67,177,53,285,209,36,,38,121,280,67,177,53,36,209,285,,280,4320
121,48,36,175,87,81,127,139,230,,121,48,36,87,81,175,230,139,127,,316,4320
267,253,177,117,36,148,138,189,242,,267,177,117,36,148,253,242,189,138,,414,4320
257,200,181,59,37,290,98,116,136,,257,200,181,37,290,59,98,116,136,,314,4320
232,224,87,51,154,161,58,38,135,,232,224,87,154,161,51,38,58,135,,314,4320
237,236,189,175,104,101,51,213,40,,237,189,175,104,101,236,213,51,40,,376,4320
40,76,82,166,215,139,191,96,162,,40,76,82,215,139,166,191,96,162,,332,4320
40,295,143,179,78,219,297,203,195,,40,143,179,78,219,295,297,203,195,,324,4320
194,110,108,137,199,42,98,43,50,,194,110,108,137,199,42,43,98,50,,332,4320
125,291,131,193,135,162,42,249,157,,125,131,193,135,162,291,249,42,157,,308,4320
44,68,260,297,239,122,187,124,233,,44,68,260,297,122,239,233,124,187,,356,4320
44,202,207,97,237,205,257,88,93,,44,202,207,97,205,237,257,88,93,,368,4320
245,264,240,47,45,57,48,239,147,,245,264,240,47,45,57,48,239,147,,320,4320
283,48,260,150,45,216,149,140,250,,283,48,150,45,216,260,250,140,149,,308,4320
188,280,54,184,50,271,45,235,146,,188,280,54,184,271,50,45,235,146,,234,4320
45,153,51,53,224,110,113,208,107,,45,153,51,53,224,110,107,208,113,,276,4320
49,76,251,150,233,294,158,246,140,,49,76,251,150,233,294,246,158,140,,400,4320
138,149,139,51,277,161,215,134,223,,138,149,139,51,161,277,215,134,223,,356,4320
66,52,180,82,151,229,92,111,97,,66,52,180,151,229,82,92,111,97,,354,4320
52,115,117,285,143,88,245,144,66,,52,115,117,143,88,285,245,144,66,,424,4320
157,204,222,94,68,80,178,53,152,,157,204,94,68,80,222,152,53,178,,260,4320
55,155,289,233,214,229,291,193,219,,55,155,289,233,214,229,219,193,291,,340,4320
141,290,60,67,227,106,284,87,294,,141,60,67,227,106,290,284,87,294,,320,4320
209,203,275,67,173,97,259,195,168,,209,275,67,173,97,203,259,195,168,,306,4320
268,69,147,135,221,261,278,238,263,,268,69,147,135,221,261,278,238,263,,332,4320
103,286,207,234,244,291,76,293,253,,103,286,207,234,244,291,253,293,76,,346,4320
287,281,79,199,265,113,99,275,294,,287,79,199,265,113,281,275,99,294,,388,4320
172,85,116,294,212,232,84,277,298,,172,85,116,212,232,294,277,84,298,,354,4320
135,158,150,84,169,243,275,86,299,,135,158,150,84,169,243,275,86,299,,300,4320
85,181,124,251,117,189,244,178,296,,85,181,124,117,189,251,244,178,296,,258,4320
89,259,138,111,292,181,171,211,174,,89,259,138,111,181,292,211,171,174,,346,4320
97,112,220,225,179,172,144,239,143,,97,112,220,225,172,179,239,144,143,,268,4320
273,186,140,114,222,101,204,269,173,,273,186,140,222,101,114,204,269,173,,224,4320
196,250,106,155,154,205,102,180,298,,196,250,155,154,205,106,102,180,298,,232,4320
183,127,161,256,103,221,237,141,139,,183,127,161,103,221,256,139,141,237,,208,4320
249,197,287,213,198,248,118,290,218,,249,197,287,213,198,248,218,290,118,,270,4320
298,251,260,247,128,256,119,153,296,,251,260,247,128,256,298,296,153,119,,296,4320
172,184,190,149,279,237,243,205,257,,172,184,190,149,237,279,243,205,257,,336,4320
155,190,225,269,229,238,286,294,226,,155,190,225,229,238,269,286,294,226,,336,4320
After Time : Fri Sep  6 16:32:28 2019

seconds=8.000000
