Before Time : Fri Sep  6 16:31:47 2019

265,34,176,196,169,161,142,,34,176,265,196,169,161,142,,242,144
120,88,35,57,232,115,44,,120,35,88,57,232,115,44,,226,144
89,99,53,36,133,153,294,,89,99,53,36,133,153,294,,302,144
116,36,203,217,254,277,286,,116,36,203,217,254,277,286,,312,144
213,38,50,37,291,241,106,,213,38,50,37,291,241,106,,258,144
270,62,151,188,215,38,240,,62,151,270,215,188,38,240,,242,144
250,76,107,230,49,39,193,,250,107,76,39,49,230,193,,244,144
76,189,164,39,218,204,237,,76,164,189,218,39,204,237,,218,144
255,224,40,124,161,131,288,,255,40,224,161,124,131,288,,268,144
41,149,105,63,76,207,122,,149,105,41,63,76,207,122,,278,144
130,118,165,290,145,42,92,,130,165,118,42,145,290,92,,256,144
51,43,65,106,70,168,282,,51,65,43,70,106,168,282,,244,144
74,78,100,282,43,190,287,,74,100,78,43,282,190,287,,264,144
44,74,83,183,113,241,270,,44,74,83,113,183,241,270,,270,144
97,246,227,168,57,261,46,,97,246,227,168,57,261,46,,182,144
233,122,235,247,285,260,47,,233,122,235,247,285,260,47,,268,144
100,162,268,49,229,125,57,,100,162,268,229,49,125,57,,232,144
96,260,155,262,66,49,97,,96,155,260,262,66,49,97,,230,144
212,154,189,49,140,278,159,,212,154,189,278,140,49,159,,192,144
258,149,52,206,256,199,214,,149,52,258,256,206,199,214,,284,144
58,107,78,183,104,199,64,,58,107,78,64,104,199,183,,316,144
89,191,60,283,226,195,268,,89,191,60,283,226,195,268,,286,144
261,202,86,269,133,62,238,,261,202,86,62,133,269,238,,272,144
136,67,296,111,75,234,138,,136,67,296,234,75,111,138,,210,144
69,278,277,218,74,231,169,,69,277,278,218,74,231,169,,208,144
72,215,82,300,210,237,70,,72,215,82,70,210,237,300,,166,144
75,70,83,203,190,174,256,,75,70,83,203,190,174,256,,228,144
196,265,73,122,71,234,99,,196,73,265,234,71,122,99,,286,144
265,174,127,135,214,270,73,,174,127,265,214,135,270,73,,258,144
269,80,76,215,186,152,284,,80,76,269,284,186,152,215,,354,144
144,222,135,77,212,170,235,,144,135,222,212,77,170,235,,240,144
81,292,223,229,246,124,204,,81,223,292,246,229,124,204,,284,144
138,181,82,148,200,236,284,,138,181,82,200,148,236,284,,182,144
82,238,260,252,183,239,299,,82,238,260,252,183,239,299,,280,144
262,130,129,248,271,84,272,,130,129,262,248,271,84,272,,292,144
252,208,85,265,116,270,287,,252,85,208,265,116,270,287,,222,144
154,117,105,93,107,144,138,,154,117,105,93,107,144,138,,224,144
208,175,97,123,189,228,238,,175,97,208,189,123,228,238,,272,144
281,105,114,108,237,252,192,,105,114,281,252,237,108,192,,238,144
133,110,152,222,240,123,203,,133,152,110,222,240,123,203,,202,144
280,194,253,123,268,232,282,,280,194,253,282,268,232,123,,230,144
139,224,266,239,292,183,200,,139,224,266,292,239,183,200,,248,144
After Time : Fri Sep  6 16:31:47 2019

seconds=0.000000
