37,269,144,187,126,119,95,110,190,258,191,232,114,181,,181,119,258,37,126,110,187,190,232,269,114,144,95,191,,560,1
113,63,273,114,39,144,136,157,163,187,285,201,123,262,,163,187,113,63,157,285,262,201,123,273,136,39,114,144,,548,1
280,46,89,221,173,41,186,121,97,175,124,195,277,134,,277,41,221,175,97,280,173,186,124,121,89,195,46,134,,618,1
162,61,69,103,44,164,284,185,154,91,125,289,75,121,,91,154,284,121,125,103,185,61,289,44,162,69,75,164,,592,1
225,149,44,221,145,64,285,282,86,218,249,258,151,102,,218,221,102,149,151,44,285,225,258,86,145,64,282,249,,582,1
46,204,51,287,127,121,237,173,157,151,274,167,126,270,,167,274,127,270,126,173,157,151,204,51,121,46,237,287,,568,1
49,278,86,203,72,157,201,141,246,191,197,192,106,300,,72,86,192,191,157,106,201,197,278,49,203,300,141,246,,512,1
119,68,139,84,226,207,124,50,77,80,300,96,153,148,,124,153,207,68,80,300,96,148,84,50,77,119,226,139,,550,1
167,195,207,171,155,135,73,67,229,80,254,172,208,282,,229,73,135,155,195,207,80,172,171,67,254,208,167,282,,488,1
171,95,187,134,88,102,150,154,151,118,112,271,246,221,,221,118,88,134,150,171,154,246,151,271,112,95,102,187,,556,1
130,145,268,140,193,215,234,291,214,108,190,111,170,299,,190,234,140,299,215,130,170,291,111,108,145,268,214,193,,500,1
