186,80,161,245,77,125,,245,161,186,125,77,80,,228,1
84,81,296,145,212,92,,212,81,92,84,145,296,,296,1
89,84,162,274,279,262,,89,274,262,279,84,162,,290,1
86,184,236,154,187,175,,236,86,154,175,184,187,,250,1
271,250,235,132,262,87,,250,271,87,235,132,262,,224,1
87,299,141,249,231,245,,141,249,245,87,299,231,,300,1
89,93,97,253,175,212,,89,253,93,175,97,212,,252,1
90,106,246,148,263,278,,148,278,106,246,90,263,,230,1
199,92,276,111,97,208,,276,97,111,92,199,208,,168,1
154,98,94,176,277,142,,142,176,94,98,277,154,,162,1
149,167,240,99,96,282,,240,167,282,99,96,149,,304,1
187,114,162,208,96,148,,96,148,162,187,114,208,,170,1
261,294,290,119,297,292,,119,292,297,261,290,294,,238,1
153,255,208,261,120,178,,255,153,208,120,178,261,,150,1
121,187,178,193,167,262,,187,178,121,167,262,193,,206,1
