72,215,82,300,210,237,70,,82,210,215,237,70,300,72,,230,1
75,70,83,203,190,174,256,,256,203,190,83,174,75,70,,242,1
196,265,73,122,71,234,99,,99,71,234,122,73,265,196,,292,1
265,174,127,135,214,270,73,,73,127,174,135,214,265,270,,266,1
269,80,76,215,186,152,284,,80,76,269,152,284,186,215,,360,1
144,222,135,77,212,170,235,,222,77,135,212,235,144,170,,256,1
81,292,223,229,246,124,204,,229,124,246,81,204,223,292,,306,1
138,181,82,148,200,236,284,,82,148,236,181,284,200,138,,216,1
82,238,260,252,183,239,299,,183,299,260,82,239,238,252,,296,1
262,130,129,248,271,84,272,,262,271,272,84,248,129,130,,302,1
252,208,85,265,116,270,287,,116,287,252,265,85,270,208,,276,1
154,117,105,93,107,144,138,,117,107,144,105,138,93,154,,252,1
208,175,97,123,189,228,238,,97,228,189,238,208,123,175,,298,1
281,105,114,108,237,252,192,,281,114,192,108,252,105,237,,268,1
133,110,152,222,240,123,203,,133,240,152,203,123,110,222,,276,1
280,194,253,123,268,232,282,,253,282,280,194,232,123,268,,242,1
139,224,266,239,292,183,200,,139,266,224,239,183,292,200,,280,1
